
Rk	team	categories	R1	R2	R3	R4	R5	R6	R7	Pts	Spk	1sts	2nds
Think about it	4th	Opening Opposition	View Ballot	Mehul JoshiⒸ , Owolabi Victor Oluwatobi
Bear	2nd	Opening Government	View Ballot	Mehul JoshiⒸ , Owolabi Victor Oluwatobi
CWSDC AT	4th	Closing Opposition	View Ballot	Pranav KagalkarⒸ
Zagreb A(lternate Universe)	3rd	Closing Government	View Ballot	Pranav KagalkarⒸ
CWSDC MA	1st	Opening Opposition	View Ballot	Pranav KagalkarⒸ
Korea-Japan Collab in Europe	2nd	Opening Government	View Ballot	Pranav KagalkarⒸ
SHOU-AJ	4th	Closing Opposition	View Ballot	Daud LoudoeⒸ
Fantastick	2nd	Closing Government	View Ballot	Daud LoudoeⒸ
A Heartbroken dude and a Stressed g	3rd	Opening Opposition	View Ballot	Daud LoudoeⒸ
MUST LOOOOOK	1st	Opening Government	View Ballot	Daud LoudoeⒸ
Plus	4th	Closing Opposition	View Ballot	Beatrice CuizonⒸ
we take pois personally	2nd	Closing Government	View Ballot	Beatrice CuizonⒸ
Lay Flat	1st	Opening Opposition	View Ballot	Beatrice CuizonⒸ
Who&#x27;s Next	3rd	Opening Government	View Ballot	Beatrice CuizonⒸ
Unbroke	1st	Opening Government	View Ballot	Joy HadomeⒸ , Toru Oga
LHP Padaboom	4th	Closing Opposition	View Ballot	Joy HadomeⒸ , Toru Oga
Debate our way to the GF	2nd	Closing Government	View Ballot	Joy HadomeⒸ , Toru Oga
Jimei	3rd	Opening Opposition	View Ballot	Joy HadomeⒸ , Toru Oga
Malaysia Midnights	3rd	Closing Opposition	View Ballot	OljaⒸ
Cat grill friend	1st	Closing Government	View Ballot	OljaⒸ
UPD GL	2nd	Opening Opposition	View Ballot	OljaⒸ
I Ordered Affogato and They Gave Me	4th	Opening Government	View Ballot	OljaⒸ
Malaysia 1989	4th	Closing Opposition	View Ballot	NJUGUNA MACHARIAⒸ
Benchwarmers	2nd	Closing Government	View Ballot	NJUGUNA MACHARIAⒸ
We don&#x27;t have a 2nd speaker so we m	3rd	Opening Opposition	View Ballot	NJUGUNA MACHARIAⒸ
prowlin pogchamp	1st	Opening Government	View Ballot	NJUGUNA MACHARIAⒸ
muffins are sad cupcakes	4th	Closing Opposition	View Ballot	Brian WongⒸ
This Shanghainese get Shanghai&#x27;ed t	2nd	Closing Government	View Ballot	Brian WongⒸ
THBT	3rd	Opening Opposition	View Ballot	Brian WongⒸ
Blissful New World	1st	Opening Government	View Ballot	Brian WongⒸ
Kandy A	3rd	Closing Opposition	View Ballot	Devashish TrivediⒸ
shipping is happiness	1st	Closing Government	View Ballot	Devashish TrivediⒸ
RUC Sunday Morning	4th	Opening Opposition	View Ballot	Devashish TrivediⒸ
rich era when	2nd	Opening Government	View Ballot	Devashish TrivediⒸ
Kandyland	3rd	Closing Opposition	View Ballot	Anshuman MishraⒸ
Lil K &amp; Shawty	4th	Closing Government	View Ballot	Anshuman MishraⒸ
Still Life 1487	2nd	Opening Opposition	View Ballot	Anshuman MishraⒸ
Girlboos	1st	Opening Government	View Ballot	Anshuman MishraⒸ
Can&#x27;t stop coming ............to de	4th	Opening Opposition	View Ballot	Yash ChaturvediⒸ
Crispy Chicken	3rd	Opening Government	View Ballot	Yash ChaturvediⒸ
FUV	2nd	Closing Opposition	View Ballot	Yash ChaturvediⒸ
YNC QC	1st	Closing Government	View Ballot	Yash ChaturvediⒸ
Forda compete ang fersons	3rd	Closing Opposition	View Ballot	Davida PaulⒸ
rawr	2nd	Closing Government	View Ballot	Davida PaulⒸ
We Grew Up With SIDO	4th	Opening Opposition	View Ballot	Davida PaulⒸ
1.5 Malaysians	1st	Opening Government	View Ballot	Davida PaulⒸ
Shuank Q	3rd	Closing Opposition	View Ballot	Vansh ChadhaⒸ
Debate for Love Team	4th	Closing Government	View Ballot	Vansh ChadhaⒸ
MUST Die Hard	2nd	Opening Opposition	View Ballot	Vansh ChadhaⒸ
evermore	1st	Opening Government	View Ballot	Vansh ChadhaⒸ
rampage	4th	Closing Opposition	View Ballot	Ayafa TonyeⒸ
Osaka A	2nd	Closing Government	View Ballot	Ayafa TonyeⒸ
Making questionable decisions every	1st	Opening Opposition	View Ballot	Ayafa TonyeⒸ
Sharks	3rd	Opening Government	View Ballot	Ayafa TonyeⒸ
Sugar Plz	4th	Closing Opposition	View Ballot	Tengku OmarⒸ
Mga Bading	1st	Closing Government	View Ballot	Tengku OmarⒸ
What We Got	3rd	Opening Opposition	View Ballot	Tengku OmarⒸ
SYDO	2nd	Opening Government	View Ballot	Tengku OmarⒸ
Swky	3rd	Closing Government	View Ballot	Daisy SunⒸ
THW Ban Dihydro Monoxide	2nd	Opening Government	View Ballot	Daisy SunⒸ
KNUST O	4th	Opening Opposition	View Ballot	Daisy SunⒸ
Candy Crush	1st	Closing Opposition	View Ballot	Daisy SunⒸ
CWSDC GA	2nd	Closing Opposition	View Ballot	BoemoⒸ
won&#x27;t be there for roll call	1st	Closing Government	View Ballot	BoemoⒸ
Give me five one more time	4th	Opening Opposition	View Ballot	BoemoⒸ
Kinetic Energy	3rd	Opening Government	View Ballot	BoemoⒸ
no clue	4th	Closing Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Tawfique Elahi
Swirling darkness	3rd	Closing Government	View Ballot	Ruth Selorme AcolatseⒸ , Tawfique Elahi
CWSDC LE	2nd	Opening Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Tawfique Elahi
Me When	1st	Opening Government	View Ballot	Ruth Selorme AcolatseⒸ , Tawfique Elahi
Ronaldo Suwi	3rd	Closing Opposition	View Ballot	Nayara NoorⒸ
MWBD	1st	Closing Government	View Ballot	Nayara NoorⒸ
Cat Transformers	2nd	Opening Opposition	View Ballot	Nayara NoorⒸ
CWSDC HK	4th	Opening Government	View Ballot	Nayara NoorⒸ
First month of f2f is 💩	2nd	Closing Opposition	View Ballot	Chinmaya MohanⒸ
where do we go from here?	3rd	Closing Government	View Ballot	Chinmaya MohanⒸ
Hsejar	1st	Opening Opposition	View Ballot	Chinmaya MohanⒸ
Small smoked fish &amp; Morgan Stanley 	4th	Opening Government	View Ballot	Chinmaya MohanⒸ
Arvada King Dar Gwa	3rd	Closing Opposition	View Ballot	Halimat Ojone UsmanⒸ
Midnight Sleepyheads	2nd	Closing Government	View Ballot	Halimat Ojone UsmanⒸ
we know what you posted on facebook	1st	Opening Opposition	View Ballot	Halimat Ojone UsmanⒸ
SISU stray girls	4th	Opening Government	View Ballot	Halimat Ojone UsmanⒸ
Neversober	2nd	Closing Opposition	View Ballot	Adel Mostaque AhmedⒸ
Z&amp;L	1st	Closing Government	View Ballot	Adel Mostaque AhmedⒸ
Malaysia Folklore	3rd	Opening Opposition	View Ballot	Adel Mostaque AhmedⒸ
We don’t have a name	4th	Opening Government	View Ballot	Adel Mostaque AhmedⒸ
You know what	3rd	Opening Opposition	View Ballot	NemoⒸ , Ryosei Kobayashi
its giving existential dread bestie	4th	Opening Government	View Ballot	NemoⒸ , Ryosei Kobayashi
UZ	2nd	Closing Opposition	View Ballot	NemoⒸ , Ryosei Kobayashi
AC	1st	Closing Government	View Ballot	NemoⒸ , Ryosei Kobayashi
Wayward Ribs	3rd	Closing Opposition	View Ballot	Shuvam MitraⒸ
Desperated headache 🤦‍♂️	4th	Closing Government	View Ballot	Shuvam MitraⒸ
Simultaneous Equation	2nd	Opening Opposition	View Ballot	Shuvam MitraⒸ
Wabi Sabi	1st	Opening Government	View Ballot	Shuvam MitraⒸ
Not Breaking Not Broken	1st	Closing Opposition	View Ballot	Banun SabriⒸ , Maia PunzalanⓉ
bmarin kitagawa	2nd	Closing Government	View Ballot	Banun SabriⒸ , Maia PunzalanⓉ
PEANUTS GA SUKI	4th	Opening Opposition	View Ballot	Banun SabriⒸ , Maia PunzalanⓉ
feminisht princhessus	3rd	Opening Government	View Ballot	Banun SabriⒸ , Maia PunzalanⓉ
Team Macau Dev TT	4th	Closing Opposition	View Ballot	Xiaochun “Jennette” ZhuⒸ , Kyle Go
Team Macau Dev MM	3rd	Closing Government	View Ballot	Xiaochun “Jennette” ZhuⒸ , Kyle Go
SpongeBob	2nd	Opening Opposition	View Ballot	Xiaochun “Jennette” ZhuⒸ , Kyle Go
Shanghai	1st	Opening Government	View Ballot	Xiaochun “Jennette” ZhuⒸ , Kyle Go
Defenestrators	2nd	Closing Opposition	View Ballot	Srijan PoudelⒸ
disaPOIntment	1st	Closing Government	View Ballot	Srijan PoudelⒸ
Don&#x27;t Judge	4th	Opening Opposition	View Ballot	Srijan PoudelⒸ
Domy Yogurt	3rd	Opening Government	View Ballot	Srijan PoudelⒸ
NUS LT	2nd	Closing Opposition	View Ballot	Vladimira ŠuflajⒸ , Jade ShawⓉ
2 Parks 0 Professors	4th	Closing Government	View Ballot	Vladimira ŠuflajⒸ , Jade ShawⓉ
Ateneo BC	1st	Opening Opposition	View Ballot	Vladimira ŠuflajⒸ , Jade ShawⓉ
NUS TD	3rd	Opening Government	View Ballot	Vladimira ŠuflajⒸ , Jade ShawⓉ


team	result	side	ballot	adjudicators
low hanging fruit	2nd	Closing Opposition	View Ballot	Utkarsh PandeyⒸ , Banun Sabri
I Draw the Line at Incels	1st	Closing Government	View Ballot	Utkarsh PandeyⒸ , Banun Sabri
CWSDC AT	3rd	Opening Opposition	View Ballot	Utkarsh PandeyⒸ , Banun Sabri
THBT	4th	Opening Government	View Ballot	Utkarsh PandeyⒸ , Banun Sabri
We don’t have a name	1st	Closing Opposition	View Ballot	Ogundare Taye TobiⒸ
Kandy A	2nd	Closing Government	View Ballot	Ogundare Taye TobiⒸ
Plus	3rd	Opening Opposition	View Ballot	Ogundare Taye TobiⒸ
MUST Die Hard	4th	Opening Government	View Ballot	Ogundare Taye TobiⒸ
I Ordered Affogato and They Gave Me	1st	Closing Opposition	View Ballot	Srijan PoudelⒸ , Ayodele Samuel
CWSDC AV	2nd	Closing Government	View Ballot	Srijan PoudelⒸ , Ayodele Samuel
YNC QC	4th	Opening Opposition	View Ballot	Srijan PoudelⒸ , Ayodele Samuel
This Shanghainese get Shanghai&#x27;ed t	3rd	Opening Government	View Ballot	Srijan PoudelⒸ , Ayodele Samuel
Should&#x27;ve Broke Second	3rd	Opening Government	View Ballot	Adel Mostaque AhmedⒸ , Jonathan Tuliao
We don&#x27;t have a 2nd speaker so we m	1st	Closing Opposition	View Ballot	Adel Mostaque AhmedⒸ , Jonathan Tuliao
Panic pandas	2nd	Closing Government	View Ballot	Adel Mostaque AhmedⒸ , Jonathan Tuliao
CWSDC LE	4th	Opening Opposition	View Ballot	Adel Mostaque AhmedⒸ , Jonathan Tuliao
Fantastick	3rd	Closing Opposition	View Ballot	Ryosei KobayashiⒸ
unverage	2nd	Closing Government	View Ballot	Ryosei KobayashiⒸ
Lay Flat	1st	Opening Opposition	View Ballot	Ryosei KobayashiⒸ
Debate our way to the GF	4th	Opening Government	View Ballot	Ryosei KobayashiⒸ
Team Macau Dev TT	4th	Closing Opposition	View Ballot	Ralph LeeⒸ , Jade ShawⓉ
Shuank Q	2nd	Closing Government	View Ballot	Ralph LeeⒸ , Jade ShawⓉ
Swing FS	3rd	Opening Opposition	View Ballot	Ralph LeeⒸ , Jade ShawⓉ
Debate for Love Team	1st	Opening Government	View Ballot	Ralph LeeⒸ , Jade ShawⓉ
Manphia	2nd	Closing Opposition	View Ballot	Anshuman MishraⒸ
Can&#x27;t stop coming ............to de	1st	Closing Government	View Ballot	Anshuman MishraⒸ
Random Weirdos	3rd	Opening Opposition	View Ballot	Anshuman MishraⒸ
SGT	4th	Opening Government	View Ballot	Anshuman MishraⒸ
CWSDC BC	2nd	Closing Opposition	View Ballot	Vladimira ŠuflajⒸ
1.5 Malaysians	1st	Closing Government	View Ballot	Vladimira ŠuflajⒸ
Korea-Japan Collab in Europe	4th	Opening Opposition	View Ballot	Vladimira ŠuflajⒸ
Making questionable decisions every	3rd	Opening Government	View Ballot	Vladimira ŠuflajⒸ
Girlboos	1st	Closing Opposition	View Ballot	BoemoⒸ
No Sleep Schedule	4th	Closing Government	View Ballot	BoemoⒸ
Blissful New World	3rd	Opening Opposition	View Ballot	BoemoⒸ
prowlin pogchamp	2nd	Opening Government	View Ballot	BoemoⒸ
Amma	3rd	Closing Opposition	View Ballot	Devashish TrivediⒸ
Wabi Sabi	1st	Closing Government	View Ballot	Devashish TrivediⒸ
NNU Plus One	4th	Opening Opposition	View Ballot	Devashish TrivediⒸ
CWSDC AJ	2nd	Opening Government	View Ballot	Devashish TrivediⒸ
SUFE 1	1st	Closing Opposition	View Ballot	Ruth Selorme AcolatseⒸ
First month of f2f is 💩	4th	Closing Government	View Ballot	Ruth Selorme AcolatseⒸ
MUST LOOOOOK	2nd	Opening Opposition	View Ballot	Ruth Selorme AcolatseⒸ
Lil K &amp; Shawty	3rd	Opening Government	View Ballot	Ruth Selorme AcolatseⒸ
Osaka A	2nd	Closing Opposition	View Ballot	Mehul JoshiⒸ , Joshua Park
Pls have mercy on us	1st	Closing Government	View Ballot	Mehul JoshiⒸ , Joshua Park
FUV	3rd	Opening Opposition	View Ballot	Mehul JoshiⒸ , Joshua Park
Ronaldo Suwi	4th	Opening Government	View Ballot	Mehul JoshiⒸ , Joshua Park
Cat Transformers	4th	Closing Opposition	View Ballot	Daisy SunⒸ
MWBD	1st	Closing Government	View Ballot	Daisy SunⒸ
CWSDC MA	3rd	Opening Opposition	View Ballot	Daisy SunⒸ
Table L is the Best L	2nd	Opening Government	View Ballot	Daisy SunⒸ
Am I adorable?	3rd	Closing Opposition	View Ballot	Vansh ChadhaⒸ
Think about it	4th	Closing Government	View Ballot	Vansh ChadhaⒸ
Midnight Sleepyheads	2nd	Opening Opposition	View Ballot	Vansh ChadhaⒸ
have mercy on us please	1st	Opening Government	View Ballot	Vansh ChadhaⒸ
Kandyland	1st	Closing Opposition	View Ballot	Yash ChaturvediⒸ , Joy Hadome
3rd is satisfying	4th	Closing Government	View Ballot	Yash ChaturvediⒸ , Joy Hadome
DAV Jagerbomb	2nd	Opening Opposition	View Ballot	Yash ChaturvediⒸ , Joy Hadome
QUEENS	3rd	Opening Government	View Ballot	Yash ChaturvediⒸ , Joy Hadome
where do we go from here?	2nd	Closing Opposition	View Ballot	Erasmus SegbefiaⒸ
Give me five one more time	1st	Closing Government	View Ballot	Erasmus SegbefiaⒸ
its giving existential dread bestie	4th	Opening Opposition	View Ballot	Erasmus SegbefiaⒸ
no clue	3rd	Opening Government	View Ballot	Erasmus SegbefiaⒸ
AC	1st	Opening Government	View Ballot	NJUGUNA MACHARIAⒸ
Zagreb A(lternate Universe)	4th	Closing Opposition	View Ballot	NJUGUNA MACHARIAⒸ
Rick Gave Us Up (because we are bro	2nd	Closing Government	View Ballot	NJUGUNA MACHARIAⒸ
Candy Crush	3rd	Opening Opposition	View Ballot	NJUGUNA MACHARIAⒸ
disaPOIntment	4th	Closing Opposition	View Ballot	ShudiptoⒸ , Halimat Ojone Usman
Hsejar	1st	Closing Government	View Ballot	ShudiptoⒸ , Halimat Ojone Usman
UZ	2nd	Opening Opposition	View Ballot	ShudiptoⒸ , Halimat Ojone Usman
Forda compete ang fersons	3rd	Opening Government	View Ballot	ShudiptoⒸ , Halimat Ojone Usman
Outsiders	4th	Closing Opposition	View Ballot	Rushdoon AhmedⒸ
Malaysia 1989	1st	Closing Government	View Ballot	Rushdoon AhmedⒸ
What We Got	2nd	Opening Opposition	View Ballot	Rushdoon AhmedⒸ
Double WHIPS	3rd	Opening Government	View Ballot	Rushdoon AhmedⒸ
Simultaneous Equation	4th	Closing Opposition	View Ballot	Daud LoudoeⒸ
muffins are sad cupcakes	1st	Closing Government	View Ballot	Daud LoudoeⒸ
Unbroke	2nd	Opening Opposition	View Ballot	Daud LoudoeⒸ
Kinetic Energy	3rd	Opening Government	View Ballot	Daud LoudoeⒸ
POI in the Chat	4th	Closing Opposition	View Ballot	Owolabi Victor OluwatobiⒸ
we take pois personally	2nd	Closing Government	View Ballot	Owolabi Victor OluwatobiⒸ
A Heartbroken dude and a Stressed g	3rd	Opening Opposition	View Ballot	Owolabi Victor OluwatobiⒸ
Malaysia Folklore	1st	Opening Government	View Ballot	Owolabi Victor OluwatobiⒸ
Father Bostan	2nd	Closing Opposition	View Ballot	Chinmaya MohanⒸ
We Grew Up With SIDO	3rd	Closing Government	View Ballot	Chinmaya MohanⒸ
SYDO	4th	Opening Opposition	View Ballot	Chinmaya MohanⒸ
rampage	1st	Opening Government	View Ballot	Chinmaya MohanⒸ
Bear	2nd	Closing Opposition	View Ballot	Nayara NoorⒸ
Z&amp;L	4th	Closing Government	View Ballot	Nayara NoorⒸ
we know what you posted on facebook	1st	Opening Opposition	View Ballot	Nayara NoorⒸ
You know what	3rd	Opening Government	View Ballot	Nayara NoorⒸ
Electricity	4th	Closing Opposition	View Ballot	Kyle GoⒸ , Brian Wong
feminisht princhessus	1st	Closing Government	View Ballot	Kyle GoⒸ , Brian Wong
CWSDC HK	2nd	Opening Opposition	View Ballot	Kyle GoⒸ , Brian Wong
CWSDC GA	3rd	Opening Government	View Ballot	Kyle GoⒸ , Brian Wong
Arvada King Dar Gwa	4th	Closing Opposition	View Ballot	Saugat PokharelⒸ
Neversober	1st	Closing Government	View Ballot	Saugat PokharelⒸ
SpongeBob	3rd	Opening Opposition	View Ballot	Saugat PokharelⒸ
Domy Yogurt	2nd	Opening Government	View Ballot	Saugat PokharelⒸ
Defenestrators	3rd	Closing Opposition	View Ballot	OljaⒸ
Swky	4th	Closing Government	View Ballot	OljaⒸ
rich era when	2nd	Opening Opposition	View Ballot	OljaⒸ
shipping is happiness	1st	Opening Government	View Ballot	OljaⒸ
Small smoked fish &amp; Morgan Stanley 	1st	Closing Opposition	View Ballot	Rahul DattaⒸ
evermore	4th	Closing Government	View Ballot	Rahul DattaⒸ
Jimei	3rd	Opening Opposition	View Ballot	Rahul DattaⒸ
Sugar Plz	2nd	Opening Government	View Ballot	Rahul DattaⒸ
Let&#x27;s Taco Bout It	1st	Closing Opposition	View Ballot	Shifatul Ahsan ApurbaⒸ
idk	2nd	Closing Government	View Ballot	Shifatul Ahsan ApurbaⒸ
Don&#x27;t Judge	3rd	Opening Opposition	View Ballot	Shifatul Ahsan ApurbaⒸ
Shanghai	4th	Opening Government	View Ballot	Shifatul Ahsan ApurbaⒸ
Wayward Ribs	2nd	Closing Opposition	View Ballot	Xiaochun “Jennette” ZhuⒸ
Big smart eggs	3rd	Closing Government	View Ballot	Xiaochun “Jennette” ZhuⒸ
CWSDC Vanderbilt	1st	Opening Opposition	View Ballot	Xiaochun “Jennette” ZhuⒸ
FL Clover	4th	Opening Government	View Ballot	Xiaochun “Jennette” ZhuⒸ
LHP Padaboom	4th	Closing Opposition	View Ballot	Pranav KagalkarⒸ
Desperated headache 🤦‍♂️	3rd	Closing Government	View Ballot	Pranav KagalkarⒸ
To be Rich	1st	Opening Opposition	View Ballot	Pranav KagalkarⒸ
Who&#x27;s Next	2nd	Opening Government	View Ballot	Pranav KagalkarⒸ
Ateneo BC	2nd	Closing Opposition	View Ballot	Prashasti SaxenaⒸ
Malaysia Midnights	4th	Closing Government	View Ballot	Prashasti SaxenaⒸ
Cat grill friend	3rd	Opening Opposition	View Ballot	Prashasti SaxenaⒸ
Hammering Yall&#x27;s Epistemics	1st	Opening Government	View Ballot	Prashasti SaxenaⒸ
Team Macau Dev HY	4th	Closing Opposition	View Ballot	Toru OgaⒸ
We don&#x27;t cook we don&#x27;t clean	2nd	Closing Government	View Ballot	Toru OgaⒸ
Grass Connoisseurs	1st	Opening Opposition	View Ballot	Toru OgaⒸ
Swing CY	3rd	Opening Government	View Ballot	Toru OgaⒸ
TC DBSK	1st	Closing Opposition	View Ballot	Pranav AnandⒸ
Sharks	2nd	Closing Government	View Ballot	Pranav AnandⒸ
THW Ban Dihydro Monoxide	4th	Opening Opposition	View Ballot	Pranav AnandⒸ
Mga Bading	3rd	Opening Government	View Ballot	Pranav AnandⒸ
UPD GL	1st	Closing Opposition	View Ballot	Davida PaulⒸ
Not Breaking Not Broken	4th	Closing Government	View Ballot	Davida PaulⒸ
NUS LT	2nd	Opening Opposition	View Ballot	Davida PaulⒸ
21 Chump Street	3rd	Opening Government	View Ballot	Davida PaulⒸ
KNUST O	2nd	Closing Opposition	View Ballot	Ayafa TonyeⒸ
Crispy Chicken	4th	Closing Government	View Ballot	Ayafa TonyeⒸ
Swirling darkness	1st	Opening Opposition	View Ballot	Ayafa TonyeⒸ
PEANUTS GA SUKI	3rd	Opening Government	View Ballot	Ayafa TonyeⒸ
NUS TD	4th	Closing Opposition	View Ballot	Beatrice CuizonⒸ , Shuvam Mitra
Benchwarmers	2nd	Closing Government	View Ballot	Beatrice CuizonⒸ , Shuvam Mitra
2 Parks 0 Professors	3rd	Opening Opposition	View Ballot	Beatrice CuizonⒸ , Shuvam Mitra
Me When	1st	Opening Government	View Ballot	Beatrice CuizonⒸ , Shuvam Mitra
Team Macau Dev MM	4th	Closing Opposition	View Ballot	Tawfique ElahiⒸ , Maia PunzalanⓉ
RUC Sunday Morning	2nd	Closing Government	View Ballot	Tawfique ElahiⒸ , Maia PunzalanⓉ
SHOU-AJ	1st	Opening Opposition	View Ballot	Tawfique ElahiⒸ , Maia PunzalanⓉ
SISU stray girls	3rd	Opening Government	View Ballot	Tawfique ElahiⒸ , Maia PunzalanⓉ
bmarin kitagawa	1st	Closing Opposition	View Ballot	Tengku OmarⒸ , Nemo
Still Life 1487	4th	Closing Government	View Ballot	Tengku OmarⒸ , Nemo
rawr	2nd	Opening Opposition	View Ballot	Tengku OmarⒸ , Nemo
won&#x27;t be there for roll call	3rd	Opening Government	View Ballot	Tengku OmarⒸ , Nemo


team	result	side	ballot	adjudicators
Korea-Japan Collab in Europe	1st	Opening Government	View Ballot	Pranav AnandⒸ , NJUGUNA MACHARIA
Sharks	4th	Closing Opposition	View Ballot	Pranav AnandⒸ , NJUGUNA MACHARIA
UZ	2nd	Closing Government	View Ballot	Pranav AnandⒸ , NJUGUNA MACHARIA
Cat Transformers	3rd	Opening Opposition	View Ballot	Pranav AnandⒸ , NJUGUNA MACHARIA
we know what you posted on facebook	2nd	Opening Government	View Ballot	Srijan PoudelⒸ , Xiaochun “Jennette” Zhu
DAV Jagerbomb	1st	Closing Government	View Ballot	Srijan PoudelⒸ , Xiaochun “Jennette” Zhu
Should&#x27;ve Broke Second	3rd	Opening Opposition	View Ballot	Srijan PoudelⒸ , Xiaochun “Jennette” Zhu
Give me five one more time	4th	Closing Opposition	View Ballot	Srijan PoudelⒸ , Xiaochun “Jennette” Zhu
CWSDC GA	4th	Closing Opposition	View Ballot	Ryosei KobayashiⒸ
Unbroke	2nd	Closing Government	View Ballot	Ryosei KobayashiⒸ
Mga Bading	3rd	Opening Opposition	View Ballot	Ryosei KobayashiⒸ
Still Life 1487	1st	Opening Government	View Ballot	Ryosei KobayashiⒸ
Panic pandas	2nd	Closing Opposition	View Ballot	ShudiptoⒸ , Toru Oga
shipping is happiness	4th	Closing Government	View Ballot	ShudiptoⒸ , Toru Oga
2 Parks 0 Professors	1st	Opening Opposition	View Ballot	ShudiptoⒸ , Toru Oga
CWSDC HK	3rd	Opening Government	View Ballot	ShudiptoⒸ , Toru Oga
FL Clover	4th	Closing Opposition	View Ballot	Ralph LeeⒸ
POI in the Chat	3rd	Closing Government	View Ballot	Ralph LeeⒸ
Arvada King Dar Gwa	2nd	Opening Opposition	View Ballot	Ralph LeeⒸ
evermore	1st	Opening Government	View Ballot	Ralph LeeⒸ
This Shanghainese get Shanghai&#x27;ed t	1st	Closing Opposition	View Ballot	OljaⒸ , Owolabi Victor Oluwatobi
Wabi Sabi	3rd	Opening Government	View Ballot	OljaⒸ , Owolabi Victor Oluwatobi
Candy Crush	4th	Closing Government	View Ballot	OljaⒸ , Owolabi Victor Oluwatobi
QUEENS	2nd	Opening Opposition	View Ballot	OljaⒸ , Owolabi Victor Oluwatobi
rawr	1st	Closing Opposition	View Ballot	Tamkeen NawabⒸ , Jade ShawⓉ
Kandyland	2nd	Closing Government	View Ballot	Tamkeen NawabⒸ , Jade ShawⓉ
CWSDC AV	3rd	Opening Opposition	View Ballot	Tamkeen NawabⒸ , Jade ShawⓉ
Osaka A	4th	Opening Government	View Ballot	Tamkeen NawabⒸ , Jade ShawⓉ
Debate our way to the GF	1st	Closing Opposition	View Ballot	Shuvam MitraⒸ , Diether
Swing FS	4th	Closing Government	View Ballot	Shuvam MitraⒸ , Diether
Big smart eggs	3rd	Opening Opposition	View Ballot	Shuvam MitraⒸ , Diether
Outsiders	2nd	Opening Government	View Ballot	Shuvam MitraⒸ , Diether
Can&#x27;t stop coming ............to de	3rd	Closing Opposition	View Ballot	Halimat Ojone UsmanⒸ
NUS TD	2nd	Opening Opposition	View Ballot	Halimat Ojone UsmanⒸ
Zagreb A(lternate Universe)	1st	Opening Government	View Ballot	Halimat Ojone UsmanⒸ
FUV	4th	Closing Government	View Ballot	Halimat Ojone UsmanⒸ
rich era when	2nd	Closing Opposition	View Ballot	Anshuman MishraⒸ
Small smoked fish &amp; Morgan Stanley 	3rd	Closing Government	View Ballot	Anshuman MishraⒸ
We Grew Up With SIDO	4th	Opening Opposition	View Ballot	Anshuman MishraⒸ
First month of f2f is 💩	1st	Opening Government	View Ballot	Anshuman MishraⒸ
Rick Gave Us Up (because we are bro	4th	Closing Opposition	View Ballot	Davida PaulⒸ
Blissful New World	1st	Closing Government	View Ballot	Davida PaulⒸ
I Draw the Line at Incels	2nd	Opening Opposition	View Ballot	Davida PaulⒸ
Malaysia Midnights	3rd	Opening Government	View Ballot	Davida PaulⒸ
Random Weirdos	2nd	Closing Opposition	View Ballot	Ayafa TonyeⒸ
SGT	3rd	Closing Government	View Ballot	Ayafa TonyeⒸ
Debate for Love Team	4th	Opening Opposition	View Ballot	Ayafa TonyeⒸ
A Heartbroken dude and a Stressed g	1st	Opening Government	View Ballot	Ayafa TonyeⒸ
no clue	4th	Closing Opposition	View Ballot	Ogundare Taye TobiⒸ
Crispy Chicken	1st	Closing Government	View Ballot	Ogundare Taye TobiⒸ
Fantastick	2nd	Opening Opposition	View Ballot	Ogundare Taye TobiⒸ
Swky	3rd	Opening Government	View Ballot	Ogundare Taye TobiⒸ
Plus	2nd	Closing Opposition	View Ballot	Erasmus SegbefiaⒸ
LHP Padaboom	1st	Closing Government	View Ballot	Erasmus SegbefiaⒸ
Team Macau Dev HY	3rd	Opening Opposition	View Ballot	Erasmus SegbefiaⒸ
Team Macau Dev TT	4th	Opening Government	View Ballot	Erasmus SegbefiaⒸ
THBT	1st	Closing Government	View Ballot	Daud LoudoeⒸ
PEANUTS GA SUKI	2nd	Opening Opposition	View Ballot	Daud LoudoeⒸ
Electricity	3rd	Opening Government	View Ballot	Daud LoudoeⒸ
Manphia	4th	Closing Opposition	View Ballot	Daud LoudoeⒸ
CWSDC Vanderbilt	1st	Closing Opposition	View Ballot	Mehul JoshiⒸ
CWSDC LE	4th	Closing Government	View Ballot	Mehul JoshiⒸ
Neversober	2nd	Opening Opposition	View Ballot	Mehul JoshiⒸ
idk	3rd	Opening Government	View Ballot	Mehul JoshiⒸ
1.5 Malaysians	2nd	Closing Opposition	View Ballot	BoemoⒸ
CWSDC BC	4th	Closing Government	View Ballot	BoemoⒸ
21 Chump Street	1st	Opening Opposition	View Ballot	BoemoⒸ
CWSDC MA	3rd	Opening Government	View Ballot	BoemoⒸ
THW Ban Dihydro Monoxide	4th	Closing Opposition	View Ballot	Jonathan TuliaoⒸ
disaPOIntment	1st	Closing Government	View Ballot	Jonathan TuliaoⒸ
3rd is satisfying	3rd	Opening Opposition	View Ballot	Jonathan TuliaoⒸ
